p,ID,gamma,delta,items,w
0.85,2,0.44910520090914713,0.9938421408865894,1,0.6841352375092123
0.95,2,0.44910520090914713,0.9938421408865894,1,0.7885464501679842
0.99,2,0.44910520090914713,0.9938421408865894,1,0.8867048008646297
0.01,2,0.44910520090914713,0.9938421408865894,1,0.11206006075483492
0.05,2,0.44910520090914713,0.9938421408865894,1,0.2094010092377017
0.15,2,0.44910520090914713,0.9938421408865894,1,0.3132012718156162
0.25,2,0.44910520090914713,0.9938421408865894,1,0.3776418691882181
0.5,2,0.44910520090914713,0.9938421408865894,1,0.4984557806791383
0.75,2,0.44910520090914713,0.9938421408865894,1,0.6194502788357549
0.85,2,0.44910520090914713,0.9938421408865894,1,0.6841352375092123
0.95,2,0.44910520090914713,0.9938421408865894,1,0.7885464501679842
0.99,2,0.44910520090914713,0.9938421408865894,1,0.8867048008646297
0.01,2,0.44910520090914713,0.9938421408865894,1,0.11206006075483492
0.05,2,0.44910520090914713,0.9938421408865894,1,0.2094010092377017
0.15,2,0.44910520090914713,0.9938421408865894,1,0.3132012718156162
0.25,2,0.44910520090914713,0.9938421408865894,1,0.3776418691882181
0.5,2,0.44910520090914713,0.9938421408865894,1,0.4984557806791383
0.75,2,0.44910520090914713,0.9938421408865894,1,0.6194502788357549
0.85,2,0.44910520090914713,0.9938421408865894,1,0.6841352375092123
0.95,2,0.44910520090914713,0.9938421408865894,1,0.7885464501679842
0.99,2,0.44910520090914713,0.9938421408865894,1,0.8867048008646297
0.01,2,0.44910520090914713,0.9938421408865894,1,0.11206006075483492
0.05,2,0.44910520090914713,0.9938421408865894,1,0.2094010092377017
0.15,2,0.44910520090914713,0.9938421408865894,1,0.3132012718156162
0.25,2,0.44910520090914713,0.9938421408865894,1,0.3776418691882181
0.5,2,0.44910520090914713,0.9938421408865894,1,0.4984557806791383
0.75,2,0.44910520090914713,0.9938421408865894,1,0.6194502788357549
0.85,2,0.44910520090914713,0.9938421408865894,1,0.6841352375092123
0.95,2,0.44910520090914713,0.9938421408865894,1,0.7885464501679842
0.99,2,0.44910520090914713,0.9938421408865894,1,0.8867048008646297
0.01,2,0.44910520090914713,0.9938421408865894,1,0.11206006075483492
0.05,2,0.44910520090914713,0.9938421408865894,1,0.2094010092377017
0.15,2,0.44910520090914713,0.9938421408865894,1,0.3132012718156162
0.25,2,0.44910520090914713,0.9938421408865894,1,0.3776418691882181
0.5,2,0.44910520090914713,0.9938421408865894,1,0.4984557806791383
0.75,2,0.44910520090914713,0.9938421408865894,1,0.6194502788357549
0.85,2,0.44910520090914713,0.9938421408865894,1,0.6841352375092123
0.95,2,0.44910520090914713,0.9938421408865894,1,0.7885464501679842
0.99,2,0.44910520090914713,0.9938421408865894,1,0.8867048008646297
0.01,2,0.44910520090914713,0.9938421408865894,1,0.11206006075483492
0.05,2,0.44910520090914713,0.9938421408865894,1,0.2094010092377017
0.15,2,0.44910520090914713,0.9938421408865894,1,0.3132012718156162
0.25,2,0.44910520090914713,0.9938421408865894,1,0.3776418691882181
0.5,2,0.44910520090914713,0.9938421408865894,1,0.4984557806791383
0.75,2,0.44910520090914713,0.9938421408865894,1,0.6194502788357549
0.85,2,0.44910520090914713,0.9938421408865894,1,0.6841352375092123
0.95,2,0.44910520090914713,0.9938421408865894,1,0.7885464501679842
0.99,2,0.44910520090914713,0.9938421408865894,1,0.8867048008646297
0.01,3,0.44910520090914713,0.7643480200429549,1,0.08847295976174852
0.05,3,0.44910520090914713,0.7643480200429549,1,0.16922990382641886
0.15,3,0.44910520090914713,0.7643480200429549,1,0.259657314810583
0.25,3,0.44910520090914713,0.7643480200429549,1,0.3181851785177315
0.5,3,0.44910520090914713,0.7643480200429549,1,0.4332183964614566
0.75,3,0.44910520090914713,0.7643480200429549,1,0.5559300600698842
0.85,3,0.44910520090914713,0.7643480200429549,1,0.62487358408812
0.95,3,0.44910520090914713,0.7643480200429549,1,0.7414715006653231
0.99,3,0.44910520090914713,0.7643480200429549,1,0.8575343298482139
0.01,3,0.44910520090914713,0.7643480200429549,1,0.08847295976174852
0.05,3,0.44910520090914713,0.7643480200429549,1,0.16922990382641886
0.15,3,0.44910520090914713,0.7643480200429549,1,0.259657314810583
0.25,3,0.44910520090914713,0.7643480200429549,1,0.3181851785177315
0.5,3,0.44910520090914713,0.7643480200429549,1,0.4332183964614566
0.75,3,0.44910520090914713,0.7643480200429549,1,0.5559300600698842
0.85,3,0.44910520090914713,0.7643480200429549,1,0.62487358408812
0.95,3,0.44910520090914713,0.7643480200429549,1,0.7414715006653231
0.99,3,0.44910520090914713,0.7643480200429549,1,0.8575343298482139
0.01,3,0.44910520090914713,0.7643480200429549,1,0.08847295976174852
0.05,3,0.44910520090914713,0.7643480200429549,1,0.16922990382641886
0.15,3,0.44910520090914713,0.7643480200429549,1,0.259657314810583
0.25,3,0.44910520090914713,0.7643480200429549,1,0.3181851785177315
0.5,3,0.44910520090914713,0.7643480200429549,1,0.4332183964614566
0.75,3,0.44910520090914713,0.7643480200429549,1,0.5559300600698842
0.85,3,0.44910520090914713,0.7643480200429549,1,0.62487358408812
0.95,3,0.44910520090914713,0.7643480200429549,1,0.7414715006653231
0.99,3,0.44910520090914713,0.7643480200429549,1,0.8575343298482139
0.01,3,0.44910520090914713,0.7643480200429549,1,0.08847295976174852
0.05,3,0.44910520090914713,0.7643480200429549,1,0.16922990382641886
0.15,3,0.44910520090914713,0.7643480200429549,1,0.259657314810583
0.25,3,0.44910520090914713,0.7643480200429549,1,0.3181851785177315
0.5,3,0.44910520090914713,0.7643480200429549,1,0.4332183964614566
0.75,3,0.44910520090914713,0.7643480200429549,1,0.5559300600698842
0.85,3,0.44910520090914713,0.7643480200429549,1,0.62487358408812
0.95,3,0.44910520090914713,0.7643480200429549,1,0.7414715006653231
0.99,3,0.44910520090914713,0.7643480200429549,1,0.8575343298482139
0.01,3,0.44910520090914713,0.7643480200429549,1,0.08847295976174852
0.05,3,0.44910520090914713,0.7643480200429549,1,0.16922990382641886
0.15,3,0.44910520090914713,0.7643480200429549,1,0.259657314810583
0.25,3,0.44910520090914713,0.7643480200429549,1,0.3181851785177315
0.5,3,0.44910520090914713,0.7643480200429549,1,0.4332183964614566
0.75,3,0.44910520090914713,0.7643480200429549,1,0.5559300600698842
0.85,3,0.44910520090914713,0.7643480200429549,1,0.62487358408812
0.95,3,0.44910520090914713,0.7643480200429549,1,0.7414715006653231
0.99,3,0.44910520090914713,0.7643480200429549,1,0.8575343298482139
0.01,3,0.44910520090914713,0.7643480200429549,1,0.08847295976174852
0.05,3,0.44910520090914713,0.7643480200429549,1,0.16922990382641886
0.15,3,0.44910520090914713,0.7643480200429549,1,0.259657314810583
0.25,3,0.44910520090914713,0.7643480200429549,1,0.3181851785177315
0.5,3,0.44910520090914713,0.7643480200429549,1,0.4332183964614566
0.75,3,0.44910520090914713,0.7643480200429549,1,0.5559300600698842
0.85,3,0.44910520090914713,0.7643480200429549,1,0.62487358408812
0.95,3,0.44910520090914713,0.7643480200429549,1,0.7414715006653231
0.99,3,0.44910520090914713,0.7643480200429549,1,0.8575343298482139
0.01,3,0.44910520090914713,0.7643480200429549,1,0.08847295976174852
0.05,3,0.44910520090914713,0.7643480200429549,1,0.16922990382641886
0.15,3,0.44910520090914713,0.7643480200429549,1,0.259657314810583
0.25,3,0.44910520090914713,0.7643480200429549,1,0.3181851785177315
0.5,3,0.44910520090914713,0.7643480200429549,1,0.4332183964614566
0.75,3,0.44910520090914713,0.7643480200429549,1,0.5559300600698842
0.85,3,0.44910520090914713,0.7643480200429549,1,0.62487358408812
0.95,3,0.44910520090914713,0.7643480200429549,1,0.7414715006653231
0.99,3,0.44910520090914713,0.7643480200429549,1,0.8575343298482139
0.01,3,0.44910520090914713,0.7643480200429549,1,0.08847295976174852
0.05,3,0.44910520090914713,0.7643480200429549,1,0.16922990382641886
0.15,3,0.44910520090914713,0.7643480200429549,1,0.259657314810583
0.25,3,0.44910520090914713,0.7643480200429549,1,0.3181851785177315
0.5,3,0.44910520090914713,0.7643480200429549,1,0.4332183964614566
0.75,3,0.44910520090914713,0.7643480200429549,1,0.5559300600698842
0.85,3,0.44910520090914713,0.7643480200429549,1,0.62487358408812
0.95,3,0.44910520090914713,0.7643480200429549,1,0.7414715006653231
0.99,3,0.44910520090914713,0.7643480200429549,1,0.8575343298482139
0.01,3,0.44910520090914713,0.7643480200429549,1,0.08847295976174852
0.05,3,0.44910520090914713,0.7643480200429549,1,0.16922990382641886
0.15,3,0.44910520090914713,0.7643480200429549,1,0.259657314810583
0.25,3,0.44910520090914713,0.7643480200429549,1,0.3181851785177315
0.5,3,0.44910520090914713,0.7643480200429549,1,0.4332183964614566
0.75,3,0.44910520090914713,0.7643480200429549,1,0.5559300600698842
0.85,3,0.44910520090914713,0.7643480200429549,1,0.62487358408812
0.95,3,0.44910520090914713,0.7643480200429549,1,0.7414715006653231
0.99,3,0.44910520090914713,0.7643480200429549,1,0.8575343298482139
0.01,3,0.44910520090914713,0.7643480200429549,1,0.08847295976174852
0.05,3,0.44910520090914713,0.7643480200429549,1,0.16922990382641886
0.15,3,0.44910520090914713,0.7643480200429549,1,0.259657314810583
0.25,3,0.44910520090914713,0.7643480200429549,1,0.3181851785177315
0.5,3,0.44910520090914713,0.7643480200429549,1,0.4332183964614566
0.75,3,0.44910520090914713,0.7643480200429549,1,0.5559300600698842
0.85,3,0.44910520090914713,0.7643480200429549,1,0.62487358408812
0.95,3,0.44910520090914713,0.7643480200429549,1,0.7414715006653231
0.99,3,0.44910520090914713,0.7643480200429549,1,0.8575343298482139
0.01,4,0.44910520090914713,0.7861707315634247,1,0.09076964800906279
0.05,4,0.44910520090914713,0.7861707315634247,1,0.17322458596601872
0.15,4,0.44910520090914713,0.7861707315634247,1,0.2651053912175819
0.25,4,0.44910520090914713,0.7861707315634247,1,0.32432331367036177
0.5,4,0.44910520090914713,0.7861707315634247,1,0.4401431048393084
0.75,4,0.44910520090914713,0.7861707315634247,1,0.5628683112017087
0.85,4,0.44910520090914713,0.7861707315634247,1,0.6314487634620395
0.95,4,0.44910520090914713,0.7861707315634247,1,0.7468309798742478
0.99,4,0.44910520090914713,0.7861707315634247,1,0.8609389953073314
0.01,4,0.44910520090914713,0.7861707315634247,1,0.09076964800906279
0.05,4,0.44910520090914713,0.7861707315634247,1,0.17322458596601872
0.15,4,0.44910520090914713,0.7861707315634247,1,0.2651053912175819
0.25,4,0.44910520090914713,0.7861707315634247,1,0.32432331367036177
0.5,4,0.44910520090914713,0.7861707315634247,1,0.4401431048393084
0.75,4,0.44910520090914713,0.7861707315634247,1,0.5628683112017087
0.85,4,0.44910520090914713,0.7861707315634247,1,0.6314487634620395
0.95,4,0.44910520090914713,0.7861707315634247,1,0.7468309798742478
0.99,4,0.44910520090914713,0.7861707315634247,1,0.8609389953073314
0.01,4,0.44910520090914713,0.7861707315634247,1,0.09076964800906279
0.05,4,0.44910520090914713,0.7861707315634247,1,0.17322458596601872
0.15,4,0.44910520090914713,0.7861707315634247,1,0.2651053912175819
0.25,4,0.44910520090914713,0.7861707315634247,1,0.32432331367036177
0.5,4,0.44910520090914713,0.7861707315634247,1,0.4401431048393084
0.75,4,0.44910520090914713,0.7861707315634247,1,0.5628683112017087
0.85,4,0.44910520090914713,0.7861707315634247,1,0.6314487634620395
0.95,4,0.44910520090914713,0.7861707315634247,1,0.7468309798742478
0.99,4,0.44910520090914713,0.7861707315634247,1,0.8609389953073314
0.01,4,0.44910520090914713,0.7861707315634247,1,0.09076964800906279
0.05,4,0.44910520090914713,0.7861707315634247,1,0.17322458596601872
0.15,4,0.44910520090914713,0.7861707315634247,1,0.2651053912175819
0.25,4,0.44910520090914713,0.7861707315634247,1,0.32432331367036177
0.5,4,0.44910520090914713,0.7861707315634247,1,0.4401431048393084
0.75,4,0.44910520090914713,0.7861707315634247,1,0.5628683112017087
0.85,4,0.44910520090914713,0.7861707315634247,1,0.6314487634620395
0.95,4,0.44910520090914713,0.7861707315634247,1,0.7468309798742478
0.99,4,0.44910520090914713,0.7861707315634247,1,0.8609389953073314
0.01,4,0.44910520090914713,0.7861707315634247,1,0.09076964800906279
0.05,4,0.44910520090914713,0.7861707315634247,1,0.17322458596601872
0.15,4,0.44910520090914713,0.7861707315634247,1,0.2651053912175819
0.25,4,0.44910520090914713,0.7861707315634247,1,0.32432331367036177
0.5,4,0.44910520090914713,0.7861707315634247,1,0.4401431048393084
0.75,4,0.44910520090914713,0.7861707315634247,1,0.5628683112017087
0.85,4,0.44910520090914713,0.7861707315634247,1,0.6314487634620395
0.95,4,0.44910520090914713,0.7861707315634247,1,0.7468309798742478
0.99,4,0.44910520090914713,0.7861707315634247,1,0.8609389953073314
0.01,4,0.44910520090914713,0.7861707315634247,1,0.09076964800906279
0.05,4,0.44910520090914713,0.7861707315634247,1,0.17322458596601872
0.15,4,0.44910520090914713,0.7861707315634247,1,0.2651053912175819
0.25,4,0.44910520090914713,0.7861707315634247,1,0.32432331367036177
0.5,4,0.44910520090914713,0.7861707315634247,1,0.4401431048393084
0.75,4,0.44910520090914713,0.7861707315634247,1,0.5628683112017087
0.85,4,0.44910520090914713,0.7861707315634247,1,0.6314487634620395
0.95,4,0.44910520090914713,0.7861707315634247,1,0.7468309798742478
0.99,4,0.44910520090914713,0.7861707315634247,1,0.8609389953073314
0.01,4,0.44910520090914713,0.7861707315634247,1,0.09076964800906279
0.05,4,0.44910520090914713,0.7861707315634247,1,0.17322458596601872
0.15,4,0.44910520090914713,0.7861707315634247,1,0.2651053912175819
0.25,4,0.44910520090914713,0.7861707315634247,1,0.32432331367036177
0.5,4,0.44910520090914713,0.7861707315634247,1,0.4401431048393084
0.75,4,0.44910520090914713,0.7861707315634247,1,0.5628683112017087
0.85,4,0.44910520090914713,0.7861707315634247,1,0.6314487634620395
0.95,4,0.44910520090914713,0.7861707315634247,1,0.7468309798742478
0.99,4,0.44910520090914713,0.7861707315634247,1,0.8609389953073314
0.01,4,0.44910520090914713,0.7861707315634247,1,0.09076964800906279
0.05,4,0.44910520090914713,0.7861707315634247,1,0.17322458596601872
0.15,4,0.44910520090914713,0.7861707315634247,1,0.2651053912175819
0.25,4,0.44910520090914713,0.7861707315634247,1,0.32432331367036177
0.5,4,0.44910520090914713,0.7861707315634247,1,0.4401431048393084
0.75,4,0.44910520090914713,0.7861707315634247,1,0.5628683112017087
0.85,4,0.44910520090914713,0.7861707315634247,1,0.6314487634620395
0.95,4,0.44910520090914713,0.7861707315634247,1,0.7468309798742478
0.99,4,0.44910520090914713,0.7861707315634247,1,0.8609389953073314
0.01,4,0.44910520090914713,0.7861707315634247,1,0.09076964800906279
0.05,4,0.44910520090914713,0.7861707315634247,1,0.17322458596601872
0.15,4,0.44910520090914713,0.7861707315634247,1,0.2651053912175819
0.25,4,0.44910520090914713,0.7861707315634247,1,0.32432331367036177
0.5,4,0.44910520090914713,0.7861707315634247,1,0.4401431048393084
0.75,4,0.44910520090914713,0.7861707315634247,1,0.5628683112017087
0.85,4,0.44910520090914713,0.7861707315634247,1,0.6314487634620395
0.95,4,0.44910520090914713,0.7861707315634247,1,0.7468309798742478
0.99,4,0.44910520090914713,0.7861707315634247,1,0.8609389953073314
0.01,4,0.44910520090914713,0.7861707315634247,1,0.09076964800906279
0.05,4,0.44910520090914713,0.7861707315634247,1,0.17322458596601872
0.15,4,0.44910520090914713,0.7861707315634247,1,0.2651053912175819
0.25,4,0.44910520090914713,0.7861707315634247,1,0.32432331367036177
0.5,4,0.44910520090914713,0.7861707315634247,1,0.4401431048393084
0.75,4,0.44910520090914713,0.7861707315634247,1,0.5628683112017087
0.85,4,0.44910520090914713,0.7861707315634247,1,0.6314487634620395
0.95,4,0.44910520090914713,0.7861707315634247,1,0.7468309798742478
0.99,4,0.44910520090914713,0.7861707315634247,1,0.8609389953073314
0.01,5,0.44910520090914713,0.8961049254655401,1,0.10216565716979191
0.05,5,0.44910520090914713,0.8961049254655401,1,0.19277781757945767
0.15,5,0.44910520090914713,0.8961049254655401,1,0.29137484540390785
0.25,5,0.44910520090914713,0.8961049254655401,1,0.3536370093713552
0.5,5,0.44910520090914713,0.8961049254655401,1,0.4726030260406208
0.75,5,0.44910520090914713,0.8961049254655401,1,0.5947639154765252
0.85,5,0.44910520090914713,0.8961049254655401,1,0.6613510105608584
0.95,5,0.44910520090914713,0.8961049254655401,1,0.770770166418402
0.99,5,0.44910520090914713,0.8961049254655401,1,0.8758815436550317
0.01,5,0.44910520090914713,0.8961049254655401,1,0.10216565716979191
0.05,5,0.44910520090914713,0.8961049254655401,1,0.19277781757945767
0.15,5,0.44910520090914713,0.8961049254655401,1,0.29137484540390785
0.25,5,0.44910520090914713,0.8961049254655401,1,0.3536370093713552
0.5,5,0.44910520090914713,0.8961049254655401,1,0.4726030260406208
0.75,5,0.44910520090914713,0.8961049254655401,1,0.5947639154765252
0.85,5,0.44910520090914713,0.8961049254655401,1,0.6613510105608584
0.95,5,0.44910520090914713,0.8961049254655401,1,0.770770166418402
0.99,5,0.44910520090914713,0.8961049254655401,1,0.8758815436550317
0.01,5,0.44910520090914713,0.8961049254655401,1,0.10216565716979191
0.05,5,0.44910520090914713,0.8961049254655401,1,0.19277781757945767
0.15,5,0.44910520090914713,0.8961049254655401,1,0.29137484540390785
0.25,5,0.44910520090914713,0.8961049254655401,1,0.3536370093713552
0.5,5,0.44910520090914713,0.8961049254655401,1,0.4726030260406208
0.75,5,0.44910520090914713,0.8961049254655401,1,0.5947639154765252
0.85,5,0.44910520090914713,0.8961049254655401,1,0.6613510105608584
0.95,5,0.44910520090914713,0.8961049254655401,1,0.770770166418402
0.99,5,0.44910520090914713,0.8961049254655401,1,0.8758815436550317
0.01,5,0.44910520090914713,0.8961049254655401,1,0.10216565716979191
0.05,5,0.44910520090914713,0.8961049254655401,1,0.19277781757945767
0.15,5,0.44910520090914713,0.8961049254655401,1,0.29137484540390785
0.25,5,0.44910520090914713,0.8961049254655401,1,0.3536370093713552
0.5,5,0.44910520090914713,0.8961049254655401,1,0.4726030260406208
0.75,5,0.44910520090914713,0.8961049254655401,1,0.5947639154765252
0.85,5,0.44910520090914713,0.8961049254655401,1,0.6613510105608584
0.95,5,0.44910520090914713,0.8961049254655401,1,0.770770166418402
0.99,5,0.44910520090914713,0.8961049254655401,1,0.8758815436550317
0.01,5,0.44910520090914713,0.8961049254655401,1,0.10216565716979191
0.05,5,0.44910520090914713,0.8961049254655401,1,0.19277781757945767
0.15,5,0.44910520090914713,0.8961049254655401,1,0.29137484540390785
