ID,item,probability,gamma_true,delta_true,gamma_obs,delta_obs,w_prob
1,1,0.5800000000000001,0.24,0.77,0.1137414310916201,0.36855192485798227,0.27658578151041113
1,1,0.59,0.24,0.77,0.19518956640428087,0.34639967651363934,0.27108597026802483
1,1,0.6,0.24,0.77,0.9746035386637681,-0.13176790151458226,-0.24320433350556497
1,1,0.61,0.24,0.77,1.2022676246412467,-0.7571122863521669,4.374496609684983
1,1,0.62,0.24,0.77,0.5014221222735864,-1.2727569671547934,2.5952362937626026
1,1,0.63,0.24,0.77,0.263954383472834,-0.5223334566527376,-1.5069915798144677
1,1,0.64,0.24,0.77,1.1171255536218387,-0.5690100824263049,13.181349152372343
1,1,0.65,0.24,0.77,0.37886193096583365,-1.077226369445565,3.7627870236026237
1,1,0.66,0.24,0.77,0.5435762333029832,-0.5326473815990513,-3.235133248920155
1,1,0.67,0.24,0.77,0.6642935799481505,-0.6547722181375775,21.79186752863249
1,1,0.68,0.24,0.77,0.8314663302411377,0.25675794359973203,0.32456181826754965
1,1,0.6900000000000001,0.24,0.77,0.42291363953801703,0.15213582572442907,0.17586753562123678
1,1,0.7000000000000001,0.24,0.77,-0.4465321998869941,1.3563976297539955,0.4816299238119388
1,1,0.7100000000000001,0.24,0.77,0.21126475386179416,-0.29604007806857874,-0.5568730433595013
1,1,0.72,0.24,0.77,0.28640925338248685,-0.23835897465037353,-0.4543312459351925
1,1,0.73,0.24,0.77,0.6848830406408719,0.23545492419368685,0.3175539708411476
1,1,0.74,0.24,0.77,0.7979482454147141,0.032993196928264246,0.07064489120017926
1,1,0.75,0.24,0.77,1.0104031601276078,-0.6132103203490743,2.1617413694813883
1,1,0.76,0.24,0.77,0.451603503477144,-0.682301129647068,7.743749520233918
1,1,0.77,0.24,0.77,0.8417708764327617,-0.7556728796851588,1.9177647718427102
1,1,0.78,0.24,0.77,1.0248511477727476,-1.5629550969735193,1.2119339605902713
1,1,0.79,0.24,0.77,0.39042305956296164,0.420308936025221,0.4135075936426646
1,1,0.8,0.24,0.77,0.5498384644892658,0.8524732224715943,0.6462565165447073
1,1,0.81,0.24,0.77,0.3519185509203233,-0.7381980529780907,5.354154522118699
1,1,0.8200000000000001,0.24,0.77,0.7553245086764919,0.3641826479787107,0.5337572348211623
1,1,0.8300000000000001,0.24,0.77,0.6992977138343512,-0.7808834775247329,1.731689972800528
1,1,0.8400000000000001,0.24,0.77,0.9097776894807011,0.9652296179598601,0.8135477804125842
1,1,0.85,0.24,0.77,0.6017494920666382,1.658080810942151,0.8248351618316633
1,1,0.86,0.24,0.77,0.5059092998949114,-1.1534641910556631,1.52919331484909
1,1,0.87,0.24,0.77,0.7501153884944834,-1.8749547070849428,1.1469915036946983
1,1,0.88,0.24,0.77,1.0632225407749183,0.41872008588375764,0.7769264288030945
1,1,0.89,0.24,0.77,0.6246658796155777,-0.11602862514192266,-0.7492054064722414
1,1,0.9,0.24,0.77,0.6020303598691896,-0.502366013070064,2.128881060599108
1,1,0.91,0.24,0.77,1.166449930710372,0.011304763429078046,0.14383555519975383
1,1,0.92,0.24,0.77,0.98165478105527,-0.6905967371121104,1.1516558186898425
1,1,0.93,0.24,0.77,0.8863111241138866,-0.3174258853907193,1.4666883530915393
1,1,0.9400000000000001,0.24,0.77,0.5011551651442653,0.6192338208744567,0.710882463048717
1,1,0.9500000000000001,0.24,0.77,0.30820821894934086,0.09651499369778788,0.19301197213591048
1,1,0.9600000000000001,0.24,0.77,1.444703112005787,-1.433003363888966,1.007125922395928
1,1,0.97,0.24,0.77,0.9296763234730243,0.3586785791996968,0.9008154395849619
1,1,0.98,0.24,0.77,0.25853836191750795,0.042515580204814885,0.10417248700538943
1,1,0.99,0.24,0.77,-0.022808700039474994,-0.47882449567338353,-0.7580251010939599
1,1,1,0.24,0.77,0.8838989976471565,0.7324745571272187,1
2,1,0.01,0.24,0.77,-0.4869701857764496,-1.4940362292024023,1.0769139341228984
2,1,0.02,0.24,0.77,-0.04758676526297005,-0.625569893189496,-3.046078970271681
2,1,0.03,0.24,0.77,0.05894419134268472,0.03484114241043246,0.027602665325438428
2,1,0.04,0.24,0.77,0.25981021414813715,1.833298210248527,0.4453259393973931
2,1,0.05,0.24,0.77,0.13259776032666948,0.7685797386323339,0.3421704216040405
2,1,0.060000000000000005,0.24,0.77,-0.43869815864393374,0.47054082517134566,0.6114047633843952
2,1,0.06999999999999999,0.24,0.77,-0.10114848894385109,-1.6393298565341763,1.8852806643136168
2,1,0.08,0.24,0.77,-0.7698235948943124,0.49071106596929026,0.7628333600075347
2,1,0.09,0.24,0.77,0.16277394277089458,-0.3759086999542747,-0.3476092067046566
2,1,0.09999999999999999,0.24,0.77,0.16890098918326046,0.23962971516008869,0.14187860168301425
2,1,0.11,0.24,0.77,0.16320227263310905,-0.3805120002328181,-0.3708181434021304
2,1,0.12,0.24,0.77,-0.7338043512168391,-2.0077791907582974,1.1304939380784145
2,1,0.13,0.24,0.77,0.608262045543349,0.033831116219623425,0.010532977718796454
2,1,0.14,0.24,0.77,0.21150939012187042,0.7890596521632074,0.349584921340264
2,1,0.15000000000000002,0.24,0.77,-0.8159779351574794,-1.1079096677750293,1.2807015651795082
2,1,0.16,0.24,0.77,0.21917393766791377,-0.5171408289948131,-0.5614210799410824
2,1,0.17,0.24,0.77,0.0787854323335063,-0.1973231018461057,-0.21087394403704499
2,1,0.18000000000000002,0.24,0.77,-0.41083698844155975,-0.8645218900028597,2.6343427568702915
2,1,0.19,0.24,0.77,-0.4044040398549499,0.13350187569224914,0.19352756235008345
2,1,0.2,0.24,0.77,-0.3034089612634774,-0.6716211689146967,44.84129274570249
2,1,0.21000000000000002,0.24,0.77,-0.13675529860282767,0.6118018148679506,0.42307658580177065
2,1,0.22,0.24,0.77,0.16723281186136957,-1.1285010432304587,-10.524333437488897
2,1,0.23,0.24,0.77,-0.24074999203530442,-0.9167038382547557,5.420623740394191
2,1,0.24000000000000002,0.24,0.77,-0.5603324880830733,0.1527352501228338,0.22562787469996315
2,1,0.25,0.24,0.77,0.28913151433187784,-1.0971722720219466,-3.965004250371265
2,1,0.26,0.24,0.77,-0.3954285066230922,-1.6618968167590238,1.66084178892144
2,1,0.27,0.24,0.77,0.5560233905578098,1.0907368495884517,0.3855207982034761
2,1,0.28,0.24,0.77,-0.13060693578416535,-1.551633696463688,2.323910068460917
2,1,0.29000000000000004,0.24,0.77,0.06180020095948799,-1.4001903190438423,4.078670173601795
2,1,0.3,0.24,0.77,0.43294488382713775,0.20361474143701386,0.12364476560338758
2,1,0.31,0.24,0.77,0.5226414017144168,0.696109989073932,0.3142287112205378
2,1,0.32,0.24,0.77,0.20277150845180536,0.90585682968307,0.4374008200309735
2,1,0.33,0.24,0.77,-0.014981828045871143,-0.3515873755490897,-0.5511993770800959
2,1,0.34,0.24,0.77,0.23436194946209443,2.484282962100697,0.6801656455800312
2,1,0.35000000000000003,0.24,0.77,-0.14404727767401215,-2.050923688295359,1.8050180312831192
2,1,0.36000000000000004,0.24,0.77,-0.3172964904270634,0.05479725538061142,0.06171341228341304
2,1,0.37,0.24,0.77,-0.16427703796120813,1.626392857114709,0.6396385263829891
2,1,0.38,0.24,0.77,-0.08110417137046477,0.03931208078327647,0.039296929135582324
2,1,0.39,0.24,0.77,-0.5168989251673837,1.3913426317123054,0.6367959339757358
2,1,0.4,0.24,0.77,0.3186033217392747,-1.3501784164914772,6.360347341944708
2,1,0.41000000000000003,0.24,0.77,-0.09600091701003793,0.6475950212536562,0.40142076592378545
2,1,0.42000000000000004,0.24,0.77,0.060525325229967425,0.02611244704709864,0.02496790606615256
2,1,0.43,0.24,0.77,0.3684103895667817,-0.36078144294559483,-0.4819170577634473
2,1,0.44,0.24,0.77,0.16244315700055667,-1.2117150972744315,7.054596015007826
2,1,0.45,0.24,0.77,-0.020837210343537443,-0.7187591840730833,-2.594160462447216
2,1,0.46,0.24,0.77,-0.335889634894721,-1.8482241804256616,2.052084417324983
2,1,0.47000000000000003,0.24,0.77,0.3489208070027223,-0.21187831022239167,-0.25498824857954305
2,1,0.48000000000000004,0.24,0.77,-0.21449252667580937,0.23918968562534837,0.19570938822418435
2,1,0.49,0.24,0.77,-0.5404842824144687,0.35361612994476554,0.2654325470374115
2,1,0.5,0.24,0.77,-0.4031058787291021,-2.16006407230468,1.8620213519873232
2,1,0.51,0.24,0.77,0.10745481626687728,-1.9148328258832779,2.083327419921826
2,1,0.52,0.24,0.77,-0.021721169502617835,0.5752699715313704,0.3647852158311261
2,1,0.53,0.24,0.77,0.014235662550987238,0.5024249143689119,0.33479012698968935
2,1,0.54,0.24,0.77,0.1044822668818208,-0.47104487330061784,-0.919395904622135
2,1,0.55,0.24,0.77,-0.6319894051102276,0.8669618186514381,0.43300969295740127
2,1,0.56,0.24,0.77,-0.23162001324714357,-1.5222093192606905,3.2752458664279236
2,1,0.5700000000000001,0.24,0.77,-0.19504016004671476,-0.9244023220689381,-6.997268770101893
2,1,0.5800000000000001,0.24,0.77,-0.5158853941123331,-1.2219564976147543,29.96729782834339
2,1,0.59,0.24,0.77,-0.3030661045621924,-0.3175349009343158,-0.3973734589897209
2,1,0.6,0.24,0.77,0.374101548499222,0.8558949158291755,0.49901936439427214
2,1,0.61,0.24,0.77,0.7415306533453574,0.39705270199959686,0.3561782635540503
2,1,0.62,0.24,0.77,-0.14439128643484617,-0.48541599108350497,-0.8257779459640152
2,1,0.63,0.24,0.77,-0.24628114606184995,-1.6725458543719058,3.14097477174324
2,1,0.64,0.24,0.77,-0.2686959663224251,1.3919398006577524,0.5439116511387004
2,1,0.65,0.24,0.77,-0.022169478668237208,-0.8429169671316168,-4.932182559866023
2,1,0.66,0.24,0.77,0.2299968881932497,-0.8338451365870501,-33.80542196076789
2,1,0.67,0.24,0.77,0.31255712007461456,0.7146185180993547,0.47136682753336423
2,1,0.68,0.24,0.77,0.4065306655076902,-1.3658387557883405,2.1687908041120347
2,1,0.6900000000000001,0.24,0.77,-0.2034453678999521,0.3879030566431224,0.24791183292622643
2,1,0.7000000000000001,0.24,0.77,-0.32350739653063876,0.7562627013220862,0.3650588834772427
2,1,0.7100000000000001,0.24,0.77,-0.11119148502529917,-0.3211227355404441,-0.40982480690529055
2,1,0.72,0.24,0.77,-0.5242158262690875,0.7203491234167523,0.305101557261763
2,1,0.73,0.24,0.77,0.039177647290709966,-0.8222664092832319,-5.893704149594676
2,1,0.74,0.24,0.77,-0.22895424657058894,0.8955708392941781,0.4134374939929202
2,1,0.75,0.24,0.77,0.15796889285298887,0.4489979307127505,0.34814787122924995
2,1,0.76,0.24,0.77,0.14801989127318238,-0.7916692445643263,-15.380255754323603
2,1,0.77,0.24,0.77,0.06709333852544352,0.033841502526064604,0.035400135765933795
2,1,0.78,0.24,0.77,-0.7140880797044868,1.6771199893059265,0.40450732577025345
2,1,0.79,0.24,0.77,-0.8722608938554637,0.7450100642193849,0.18999569041809683
2,1,0.8,0.24,0.77,-0.4570939378921023,-1.1728927613672606,-1.6482121119942843
2,1,0.81,0.24,0.77,0.4096349564223591,-0.9066699147844691,2.557301723327397
2,1,0.8200000000000001,0.24,0.77,0.014544322222739658,-0.9922673219590874,70.47277278185459
2,1,0.8300000000000001,0.24,0.77,-0.11585971301370887,1.5048939162668888,0.5560168747299963
2,1,0.8400000000000001,0.24,0.77,0.1606251241719041,-0.5379853841281184,-2.3576909173797063
2,1,0.85,0.24,0.77,-0.05939085686871669,0.2753073060161153,0.19894730005118047
2,1,0.86,0.24,0.77,-0.7708990195052656,-1.270495125062376,-0.45663586916617355
2,1,0.87,0.24,0.77,-0.38023291334639064,-1.0068901303208975,-0.9559221246367678
2,1,0.88,0.24,0.77,-0.31071043223224426,-0.7018909518382621,-0.6075363459424042
2,1,0.89,0.24,0.77,-0.2826053322983456,-0.3988382430216766,-0.28352909138630306
2,1,0.9,0.24,0.77,-0.485346570654558,0.09557578570410308,0.03185303620294386
2,1,0.91,0.24,0.77,-0.8465546147122329,-2.1883054456685604,-0.4464818344813309
2,1,0.92,0.24,0.77,-0.22584134954114776,-0.99212092497611,-1.333714712045504
2,1,0.93,0.24,0.77,-0.44096845744247526,-1.5663643402441423,-1.00251673664019
2,1,0.9400000000000001,0.24,0.77,-0.14574562631489876,1.0022631200925207,0.40160941659865207
2,1,0.9500000000000001,0.24,0.77,-0.1222102803075592,-2.7279655160027216,2.1067576872261693
2,1,0.9600000000000001,0.24,0.77,0.23196589631984066,-0.11191669981212699,-0.3053370432541467
2,1,0.97,0.24,0.77,-0.08551287827939821,-0.17160545703641633,-0.14610340572502814
2,1,0.98,0.24,0.77,-0.07948007971807498,-0.6736880885278482,-0.9780417915214945
2,1,0.99,0.24,0.77,0.10648259460580334,-1.272957635914004,1.9290088703785784
2,1,1,0.24,0.77,-0.12572715013853283,-0.9223622697437303,-0
3,1,0.01,0.24,0.77,0.0519581045670831,0.4103509078020645,0.24425406333796576
3,1,0.02,0.24,0.77,0.4351205038954442,0.5267156929626722,0.08830529030345828
3,1,0.03,0.24,0.77,0.44941567859983955,1.8000302603648337,0.27400241353937566
3,1,0.04,0.24,0.77,-0.05222527337694308,0.6927978449700511,0.44990802902961174
3,1,0.05,0.24,0.77,-0.3439755711755085,0.7499359065529319,0.6737175511236239
3,1,0.060000000000000005,0.24,0.77,0.6010841366840122,0.8218188070758278,0.13585651122229553
3,1,0.06999999999999999,0.24,0.77,-0.013554709598270251,1.8556537209600812,0.6577534693114605
3,1,0.08,0.24,0.77,-0.4196280518219905,-0.16305602132245423,-0.8328343349319473
3,1,0.09,0.24,0.77,0.2971978289538306,-0.4286691058642974,-0.2747382729619641
3,1,0.09999999999999999,0.24,0.77,0.6940281439595698,3.6506001919970115,0.4427412637172873
3,1,0.11,0.24,0.77,-0.05035851499266486,0.90007696477118,0.500002903493499
3,1,0.12,0.24,0.77,0.19977357376359467,-1.099830429877397,-2.8268512089055577
3,1,0.13,0.24,0.77,-0.2871393575841348,0.6700626401013484,0.5363000210416878
3,1,0.14,0.24,0.77,-0.2176566435118409,1.0419243692330218,0.607348253925406
3,1,0.15000000000000002,0.24,0.77,0.13374646565228687,1.0684501725710622,0.45864777257773015
3,1,0.16,0.24,0.77,0.17401402998147478,0.8422291413831267,0.38692459416593583
3,1,0.17,0.24,0.77,0.2834783416076654,0.4644951098871335,0.2285890773469147
3,1,0.18000000000000002,0.24,0.77,-1.0124327300847966,1.4672333962281,0.8719798243381451
3,1,0.19,0.24,0.77,0.25798724745013335,-1.0697920768445388,-2.786879424571256
3,1,0.2,0.24,0.77,0.01681290109320925,1.5851417407095392,0.6076312702176312
3,1,0.21000000000000002,0.24,0.77,0.011273846574028232,-0.34349211491984966,-0.5114861614052997
3,1,0.22,0.24,0.77,0.32108981992812513,0.9046470616971072,0.37599020183705856
3,1,0.23,0.24,0.77,0.34446073689422635,-1.5069331338516636,-162.38765094043356
3,1,0.24000000000000002,0.24,0.77,0.7744848344705091,-0.814437599483736,-0.5004668078171466
3,1,0.25,0.24,0.77,-0.33835450805948386,-0.1122588540556132,-0.19445896313364153
3,1,0.26,0.24,0.77,-0.5111346397819512,0.09216475655435519,0.13592612714091257
3,1,0.27,0.24,0.77,-0.06974835281988495,1.697693594228808,0.6453459922527145
3,1,0.28,0.24,0.77,-0.6188579051540237,-0.016620952572268866,-0.030735687613810153
3,1,0.29000000000000004,0.24,0.77,0.1875066614100448,-0.8091816941647031,-2.1657568777251046
3,1,0.3,0.24,0.77,0.14645301715848202,1.8932540025425793,0.6257923419145425
3,1,0.31,0.24,0.77,0.05466128984724818,1.0194725850667128,0.4938877712743559
3,1,0.32,0.24,0.77,0.5646365991453783,-0.09188699022110214,-0.06387106975219778
3,1,0.33,0.24,0.77,-0.08360281393297198,0.073231811061238,0.072096709355267255
3,1,0.34,0.24,0.77,-0.2717006620342499,-0.7295047590025961,-6.909247686300105
3,1,0.35000000000000003,0.24,0.77,0.06532262272728667,1.6331488388996132,0.6106565164207206
3,1,0.36000000000000004,0.24,0.77,0.017595805070121165,1.2725468773572532,0.5574689837914488
3,1,0.37,0.24,0.77,-0.2633649085226346,-0.4217626275508578,-0.9425911408314337
3,1,0.38,0.24,0.77,-0.2709604842165527,1.9890775159269802,0.6943040922739179
3,1,0.39,0.24,0.77,-0.3024806437721589,-0.07172292045974876,-0.08946041115115773
3,1,0.4,0.24,0.77,-0.21107463795388856,0.3773097647641462,0.29129448198854113
3,1,0.41000000000000003,0.24,0.77,-0.14184040008911783,0.7674631264092634,0.4469405654586081
3,1,0.42000000000000004,0.24,0.77,-0.5487499888856876,-0.297295723197179,-0.5501585043308481
3,1,0.43,0.24,0.77,0.3648746548493146,0.1985813132058426,0.1519488545153233
3,1,0.44,0.24,0.77,0.2517238802988294,1.6119583980309637,0.6027037569320354
3,1,0.45,0.24,0.77,-0.186467157337826,1.1958809974819475,0.5538655600114203
3,1,0.46,0.24,0.77,-0.0035960084318043123,-1.9237859532210675,2.081203209597963
3,1,0.47000000000000003,0.24,0.77,0.27494873911218487,0.36736241502833084,0.26222423540848194
3,1,0.48000000000000004,0.24,0.77,0.23793425515866298,0.18274366632262487,0.15203665834457164
3,1,0.49,0.24,0.77,0.3800275056348773,0.9126192297431273,0.4733653193439422
3,1,0.5,0.24,0.77,-0.2151483026525631,1.315316866330325,0.5680936745453092
3,1,0.51,0.24,0.77,-0.14240006288917753,0.08557839620882268,0.07841937998535692
3,1,0.52,0.24,0.77,0.4939743246269883,0.5772979542510929,0.37522688032101176
3,1,0.53,0.24,0.77,1.089296022637513,-0.819607638329208,-14.199275071976523
3,1,0.54,0.24,0.77,0.44644191503739483,0.28270414851399805,0.23294240421953877
3,1,0.55,0.24,0.77,0.135596909470774,0.8315773286462596,0.46077559866698625
3,1,0.56,0.24,0.77,0.6481295693244177,2.1415512138681208,0.7146007040676426
3,1,0.5700000000000001,0.24,0.77,0.2051636497812982,-0.31058021834303473,-0.4904665076119214
3,1,0.5800000000000001,0.24,0.77,0.10405146178170202,0.7390528625082475,0.43320152426813713
3,1,0.59,0.24,0.77,0.14572822984900727,-0.04854696823546645,-0.05395336032492742
3,1,0.6,0.24,0.77,0.15832234252304606,0.4654276975852378,0.33167825356775577
3,1,0.61,0.24,0.77,-0.5873451625091581,0.7702668430414505,0.37197695875219944
3,1,0.62,0.24,0.77,-0.5783641728228394,-0.9753518701625624,-2.7713952194341505
3,1,0.63,0.24,0.77,-0.739993153297072,1.842306733381653,0.5540829972023231
3,1,0.64,0.24,0.77,0.2252083126020129,-1.1436744877472846,4.312378423742249
3,1,0.65,0.24,0.77,0.422130934850079,1.8972889797935002,0.7113072733582964
3,1,0.66,0.24,0.77,0.11216574119616549,-0.3340098813101283,-0.5620304327683627
3,1,0.67,0.24,0.77,0.25960965897115473,0.3199183539752254,0.27771231445206734
3,1,0.68,0.24,0.77,0.15831228466629038,0.009133551990192834,0.0101863381677708
3,1,0.6900000000000001,0.24,0.77,-0.32862231734906244,0.40502315969953623,0.2374432856264997
3,1,0.7000000000000001,0.24,0.77,0.3382378876688471,-0.49604922884587177,-1.947035060902633
3,1,0.7100000000000001,0.24,0.77,-0.1676442022233848,1.068026447462957,0.4789391088805701
3,1,0.72,0.24,0.77,-0.17812944117975202,-0.9934260707656873,-5.234336943222306
3,1,0.73,0.24,0.77,0.18790168316314376,1.396409455795311,0.6273337675512164
3,1,0.74,0.24,0.77,0.1956372697925295,-0.9136575858621337,9.256058000044806
3,1,0.75,0.24,0.77,0.6896180050753274,0.6284236229138238,0.5727504978273932
3,1,0.76,0.24,0.77,0.3501719665091133,0.8247051087713668,0.5525320807986716
3,1,0.77,0.24,0.77,0.17704654010972257,0.4578986010747622,0.36188773416149456
3,1,0.78,0.24,0.77,0.1789139272715396,1.529050243407891,0.6572565290443868
3,1,0.79,0.24,0.77,0.42875123658614944,1.5689453533897582,0.7346738926638443
3,1,0.8,0.24,0.77,0.5696215776272778,1.4496517445556525,0.7615119267140321
3,1,0.81,0.24,0.77,0.33452522818032737,1.1256169670664824,0.6464329378459729
3,1,0.8200000000000001,0.24,0.77,1.0591697682400059,0.08331493560791459,0.2933730166737577
3,1,0.8300000000000001,0.24,0.77,0.41785485804617317,-1.1550138922190998,1.8061624209227327
3,1,0.8400000000000001,0.24,0.77,0.22383376823878878,-0.0035206963222242926,-0.0051291619355007525
3,1,0.85,0.24,0.77,0.2114008190121464,0.8994596366667893,0.5648169585816982
3,1,0.86,0.24,0.77,-0.5971006747020154,0.6928406616562436,0.18986830885577988
3,1,0.87,0.24,0.77,0.18105498232507494,-0.3246165622998176,-0.8449460330327486
3,1,0.88,0.24,0.77,-0.1495303626301058,0.7144274734576938,0.34655822304832656
3,1,0.89,0.24,0.77,-0.0717262861037471,0.04939904321376576,0.04078560864482063
3,1,0.9,0.24,0.77,-0.05272182147872523,-0.29296119081267513,-0.35302615318962915
3,1,0.91,0.24,0.77,0.3320126581791708,0.1251155168880625,0.21242631648129995
3,1,0.92,0.24,0.77,-0.5816286518909751,0.10950173969510507,0.025772072194012553
3,1,0.93,0.24,0.77,0.23078519140671813,3.0415631091234934,0.846750810041211
3,1,0.9400000000000001,0.24,0.77,-0.032298053944980976,0.8931158702803822,0.44969373945165897
3,1,0.9500000000000001,0.24,0.77,0.44967762058157745,-0.8249602784744311,1.4760315315447319
3,1,0.9600000000000001,0.24,0.77,0.042368236303130545,-1.0126093426262388,7.306706107505886
3,1,0.97,0.24,0.77,0.3158794113133203,-0.1908851367758294,-1.3382017931050074
3,1,0.98,0.24,0.77,-0.2381867995446396,-0.19177294654981314,-0.0821264312326342
3,1,0.99,0.24,0.77,0.20812251497050338,1.6696944677570977,0.8129036028544977
3,1,1,0.24,0.77,-0.054512869249422335,0.7341461600320924,0
4,1,0.01,0.24,0.77,0.2982376378740058,1.3752121698587008,0.2588739096733254
4,1,0.02,0.24,0.77,0.6110006385375449,1.8404736876155658,0.14580595684050432
4,1,0.03,0.24,0.77,-0.3835379910112882,-0.5114847876796307,2.0636311160952956
4,1,0.04,0.24,0.77,0.5376516186228149,0.16467457880922332,0.028959502438055413
4,1,0.05,0.24,0.77,0.006093094456955939,0.3718258908068654,0.26751439427276735
4,1,0.060000000000000005,0.24,0.77,0.3762782613904979,3.067366609061689,0.5213561207763863
4,1,0.06999999999999999,0.24,0.77,0.5172838586216857,0.21239158371298117,0.052781139262224656
4,1,0.08,0.24,0.77,0.6920085913445946,1.2693545710517744,0.18975289868438686
4,1,0.09,0.24,0.77,0.3836915385303968,1.530365767092289,0.38646040702792483
