ID,item,probability,gamma_true,delta_true,gamma_obs,delta_obs,w_prob
1,1,0.74,0.26,0.874,0.15482688408343007,0.8092568400165612,0.4875788357329457
1,1,0.75,0.26,0.874,0.21903316695711522,0.8580696179711997,0.5218766455593689
1,1,0.76,0.26,0.874,0.025836204603426602,0.7051545165491041,0.4207836010222247
1,1,0.77,0.26,0.874,0.34402663649502185,0.9323802188211141,0.5855687873272429
1,1,0.78,0.26,0.874,0.041306232430884854,0.8303155136072475,0.46663226751163683
1,1,0.79,0.26,0.874,0.13339411161456463,0.7238915559261887,0.46347109082386234
1,1,0.8,0.26,0.874,0.04176324624215674,0.7438045441992209,0.4407593527637314
1,1,0.81,0.26,0.874,0.033851363099536055,1.0894181720300338,0.5336312899212939
1,1,0.8200000000000001,0.26,0.874,0.185576917326081,1.0333746868870648,0.5779171589631757
1,1,0.8300000000000001,0.26,0.874,0.1414096550130562,0.9378242018460842,0.5399223960525684
1,1,0.8400000000000001,0.26,0.874,0.13273348623600406,0.8955596900995175,0.5274214554046497
1,1,0.85,0.26,0.874,0.08146381308379744,0.7709963167435725,0.470343733642966
1,1,0.86,0.26,0.874,0.12376397666179823,0.9105867749719306,0.532703599845019
1,1,0.87,0.26,0.874,0.2572256743042154,0.9375466798437744,0.6045563702164846
1,1,0.88,0.26,0.874,0.0772461493732099,0.7693956269884294,0.4729657866406515
1,1,0.89,0.26,0.874,0.0721680561327335,0.8145021393926437,0.48642995743271983
1,1,0.9,0.26,0.874,0.059455433862126844,0.9109332605621977,0.5093367386854263
1,1,0.91,0.26,0.874,0.25097170628457965,0.8460449455075332,0.6019206124931261
1,1,0.92,0.26,0.874,-0.06392665735560879,0.9107422062063579,0.4379154365717682
1,1,0.93,0.26,0.874,0.20419715803788355,0.7803854251003781,0.5696019403933549
1,1,0.9400000000000001,0.26,0.874,0.3040162003617052,0.9732561023088573,0.691982334135253
1,1,0.9500000000000001,0.26,0.874,0.055541772405248935,0.9652219283134414,0.5319917687603204
1,1,0.9600000000000001,0.26,0.874,0.32044007182275175,0.928106947577119,0.719860044285504
1,1,0.97,0.26,0.874,0.2110732576468688,0.8282994710273056,0.6330516621785062
1,1,0.98,0.26,0.874,0.3071693698547626,0.7621955265355099,0.7158352422155497
1,1,0.99,0.26,0.874,0.14703146131687245,0.9102982817467902,0.6414456570707077
1,1,1,0.26,0.874,0.15891266528256778,0.9034238273439347,1
2,1,0.01,0.26,0.874,0.24744622204637168,0.7954149208557525,0.2032771700377166
2,1,0.02,0.26,0.874,0.06473230125160262,0.9445754051289934,0.42337196977774044
2,1,0.03,0.26,0.874,0.2775650982913862,0.7218084268099869,0.21571080364748182
2,1,0.04,0.26,0.874,0.10131384658998813,0.8489290605813585,0.38089279026331946
2,1,0.05,0.26,0.874,0.23914808951618588,0.8276499013864504,0.29042476030410286
2,1,0.060000000000000005,0.26,0.874,0.11308429904913073,0.8887447129785392,0.39434109919037397
2,1,0.06999999999999999,0.26,0.874,0.3371347801248733,0.7946034267226587,0.2493700094037851
2,1,0.08,0.26,0.874,0.22319269014096563,0.8218167769171445,0.32270861023807085
2,1,0.09,0.26,0.874,0.15329014241485558,0.8625884403616345,0.3769592056028631
2,1,0.09999999999999999,0.26,0.874,0.1352054967362756,0.759375917635871,0.3606981680126423
2,1,0.11,0.26,0.874,0.26866627678186994,0.9000270550184305,0.33915948437016696
2,1,0.12,0.26,0.874,0.2361378890709212,0.7948358908223732,0.331788313098788
2,1,0.13,0.26,0.874,0.2972109524192271,0.7721488465837226,0.30500770830232027
2,1,0.14,0.26,0.874,0.18015805115450165,0.7810598425163393,0.36028148932913656
2,1,0.15000000000000002,0.26,0.874,0.14552648042592178,0.8070764597142627,0.38538167557543335
2,1,0.16,0.26,0.874,0.03665467959353533,0.896333057350351,0.4575462047529161
2,1,0.17,0.26,0.874,0.20021221811360632,0.8579687347760674,0.38446251030056966
2,1,0.18000000000000002,0.26,0.874,0.31413451217020805,0.8625691857728585,0.34883205581663457
2,1,0.19,0.26,0.874,0.4406440693521396,0.7883085131718273,0.29384047792947954
2,1,0.2,0.26,0.874,0.31407932224004276,0.784241115448152,0.33660841639970196
2,1,0.21000000000000002,0.26,0.874,0.3239962422671636,0.8546301059935449,0.3574710753576017
2,1,0.22,0.26,0.874,0.3235496264705418,0.9098366493816085,0.3766020347805636
2,1,0.23,0.26,0.874,0.23220307225197542,0.965293965918849,0.4216762068535306
2,1,0.24000000000000002,0.26,0.874,0.1892514521993838,0.7888863138024905,0.3881062940103185
2,1,0.25,0.26,0.874,0.17783531655571944,0.7785237917969187,0.3903770007670532
2,1,0.26,0.26,0.874,0.18385437573172228,0.8833973628786769,0.4215811289917739
2,1,0.27,0.26,0.874,0.1927586950303975,0.760371974117179,0.3856416841144993
2,1,0.28,0.26,0.874,0.14163534034317182,0.9726684374627489,0.4597172071876826
2,1,0.29000000000000004,0.26,0.874,0.14569104552018303,0.910253594979873,0.4441141161738889
2,1,0.3,0.26,0.874,0.10675263251691734,0.8911062728674963,0.44874495975002826
2,1,0.31,0.26,0.874,0.48724215602158183,0.8120582031376155,0.3547933569279011
2,1,0.32,0.26,0.874,0.08839512001990554,0.8677576302182507,0.44806979630159677
2,1,0.33,0.26,0.874,0.15941588129107784,1.0719093880186779,0.48913810610497455
2,1,0.34,0.26,0.874,0.15436391787930642,0.9094799842597021,0.45084157113245255
2,1,0.35000000000000003,0.26,0.874,0.18198667567497645,0.8274639475508605,0.42505724429206776
2,1,0.36000000000000004,0.26,0.874,0.0885430907379138,0.7637291376920513,0.4205571632626173
2,1,0.37,0.26,0.874,0.23895136083405094,0.8937913081924251,0.4404201937767565
2,1,0.38,0.26,0.874,0.0778826757180619,0.9463106919923798,0.47668899613119364
2,1,0.39,0.26,0.874,-0.013559749965922546,0.7425833617189082,0.42762329317383313
2,1,0.4,0.26,0.874,0.19254747890981116,0.8989678988514131,0.4539857567681174
2,1,0.41000000000000003,0.26,0.874,0.32870956260341994,0.8598258841087042,0.43274402486552055
2,1,0.42000000000000004,0.26,0.874,0.17749502891727392,0.7743160836476507,0.42236659257158676
2,1,0.43,0.26,0.874,0.1752492203959859,0.8124432433880262,0.4360758854951587
2,1,0.44,0.26,0.874,0.222094083166514,0.8751456146502354,0.45340418329534216
2,1,0.45,0.26,0.874,0.29153876637449816,0.7374616957537072,0.4102227987044599
2,1,0.46,0.26,0.874,0.20485893517121603,0.8594739179258214,0.4540593324049909
2,1,0.47000000000000003,0.26,0.874,0.2985480105115168,0.7977407186256664,0.43491132804614807
2,1,0.48000000000000004,0.26,0.874,0.1861122750579771,1.0317653326962812,0.5040934885330571
2,1,0.49,0.26,0.874,0.16703801046358888,0.6425888119161777,0.38961456692932905
2,1,0.5,0.26,0.874,0.1130101717464456,0.9212880423850589,0.47951583628313504
2,1,0.51,0.26,0.874,0.1633730434131909,0.817682292037183,0.4514668863078452
2,1,0.52,0.26,0.874,0.24824460629536227,0.7622087816029515,0.43741382711897
2,1,0.53,0.26,0.874,0.18935991144350892,0.9732124989135049,0.4988994245785669
2,1,0.54,0.26,0.874,0.5062777391528046,0.8952140498643193,0.4926219073161257
2,1,0.55,0.26,0.874,0.17666737349725126,0.7930251501222643,0.4510452426901504
2,1,0.56,0.26,0.874,0.028329342136716368,0.9285448597210371,0.48318019318644745
2,1,0.5700000000000001,0.26,0.874,0.2032571167394275,0.9562740908112631,0.5031443463935994
2,1,0.5800000000000001,0.26,0.874,0.24193088321761838,0.8290468010534502,0.4726797829941221
2,1,0.59,0.26,0.874,0.2152998782451888,0.7555397273424722,0.449680617541794
2,1,0.6,0.26,0.874,0.15636637606881895,0.8938875912789441,0.48780888196829053
2,1,0.61,0.26,0.874,0.35052076438267726,0.8096584548112038,0.4864157037225177
2,1,0.62,0.26,0.874,0.29353504771603367,0.9819313504433309,0.5313253382786363
2,1,0.63,0.26,0.874,0.2694637955897587,0.7787547515578168,0.47336375434349504
2,1,0.64,0.26,0.874,0.1963102834770219,0.8437325039426105,0.48576138215113673
2,1,0.65,0.26,0.874,0.32190117453665007,0.7894358373321626,0.4907092519193544
2,1,0.66,0.26,0.874,0.3917578704162811,0.9056815985206613,0.5401094452897942
2,1,0.67,0.26,0.874,0.05870964382686017,0.9972684035399183,0.5097092689438291
2,1,0.68,0.26,0.874,0.21109961787327633,0.7280991075510851,0.4605329843118423
2,1,0.6900000000000001,0.26,0.874,0.21039363065594988,1.0495652910171274,0.5539679627828468
2,1,0.7000000000000001,0.26,0.874,0.2225592754879981,0.8657640420964775,0.5111059534338531
2,1,0.7100000000000001,0.26,0.874,0.3312308091390241,0.8518695691843808,0.5340116274358818
2,1,0.72,0.26,0.874,0.2774485000915197,0.7739541166849424,0.5014491881541013
2,1,0.73,0.26,0.874,0.18403807266914413,0.7759433274514823,0.482350493199117
2,1,0.74,0.26,0.874,0.23518129556543096,0.8157784009769043,0.5105933424417248
2,1,0.75,0.26,0.874,0.3722570567248571,0.8783773939643549,0.56937147096652585
2,1,0.76,0.26,0.874,0.1427693771507115,0.8772679372677096,0.5084053376154137
2,1,0.77,0.26,0.874,0.3482654603244656,0.7125571320597269,0.5204680237355199
2,1,0.78,0.26,0.874,0.23659010914697612,0.6581714442255913,0.4703235010893786
2,1,0.79,0.26,0.874,0.20709356843268012,0.9149520484620985,0.5462424526445084
2,1,0.8,0.26,0.874,0.2171109230595249,0.8843615509424927,0.5444052838705676
2,1,0.81,0.26,0.874,0.17184177939278994,0.8318178114463962,0.5162518954951855
2,1,0.8200000000000001,0.26,0.874,0.2577045586420134,0.7969871306093964,0.5408718259726268
2,1,0.8300000000000001,0.26,0.874,0.1745197369919427,0.7775461068819299,0.506277399599006
2,1,0.8400000000000001,0.26,0.874,0.11265411632189112,0.7697254351913569,0.48127995767414034
2,1,0.85,0.26,0.874,0.11653259506935533,0.8983323543098253,0.5237127948691647
2,1,0.86,0.26,0.874,-0.026028518108741128,0.9571075323033637,0.4772435229521214
2,1,0.87,0.26,0.874,0.15048595668724152,0.7726713816812403,0.5070410735870612
2,1,0.88,0.26,0.874,0.07626103267988177,0.8818461147250932,0.5065513926913591
2,1,0.89,0.26,0.874,-0.023171808556254614,0.9294180158679038,0.46962671093202196
2,1,0.9,0.26,0.874,0.060257621932776534,0.6312322551031848,0.4188047637336562
2,1,0.91,0.26,0.874,0.15289756009155997,0.8326581013555965,0.5425510707025633
2,1,0.92,0.26,0.874,0.35247999893483906,0.8509801135666595,0.6680795588547113
2,1,0.93,0.26,0.874,0.0706192693528935,0.6444907544184252,0.43619361429569387
2,1,0.9400000000000001,0.26,0.874,0.1978231855301912,0.9186279030846155,0.6128821147062081
2,1,0.9500000000000001,0.26,0.874,0.17151949343264944,0.9670014058240374,0.6157324198132146
2,1,0.9600000000000001,0.26,0.874,0.15584259960850258,1.0084771824092384,0.6233325879617151
2,1,0.97,0.26,0.874,0.31939627847967966,0.8275741528832985,0.7152450896641954
2,1,0.98,0.26,0.874,0.4166294265944609,1.059453280207293,0.8427985504354265
2,1,0.99,0.26,0.874,0.28743634108296245,0.857141823422945,0.7625394156490349
2,1,1,0.26,0.874,0.17206245142570387,0.8380767313229979,1
3,1,0.01,0.26,0.874,0.2015420085804066,0.9788984085874303,0.27940053450538
3,1,0.02,0.26,0.874,0.48020533790995035,0.7429387832215237,0.10284418200748045
3,1,0.03,0.26,0.874,0.3093083838679146,0.9283115623681761,0.24056684106245038
3,1,0.04,0.26,0.874,0.43806847964836093,0.767633060984023,0.1602123882875913
3,1,0.05,0.26,0.874,0.3420247004153716,0.8561931180089094,0.2382441366523557
3,1,0.060000000000000005,0.26,0.874,0.31493654179702646,0.9612359263854332,0.2877997050563642
3,1,0.06999999999999999,0.26,0.874,0.4048780749934492,0.7570610137410503,0.209887240610836
3,1,0.08,0.26,0.874,0.3199346720816384,0.7529830210625368,0.25633526385712524
3,1,0.09,0.26,0.874,0.2861144747785994,0.7761956555210333,0.2859134359267777
3,1,0.09999999999999999,0.26,0.874,0.1921020882990654,0.8281458564492807,0.3519092473173493
3,1,0.11,0.26,0.874,0.19299582255703873,0.7540178021760024,0.33495832234188355
3,1,0.12,0.26,0.874,0.3310672868381568,0.8054826123269985,0.2940193782429512
3,1,0.13,0.26,0.874,0.5070015499584629,0.7127997681574391,0.2137708291668499
3,1,0.14,0.26,0.874,0.2308307675316416,0.9800169481736557,0.3919291813199484
3,1,0.15000000000000002,0.26,0.874,0.3183374452148598,0.9044898324313508,0.34241002333228077
3,1,0.16,0.26,0.874,0.4485613432891411,0.7459132519593051,0.2617364132700442
3,1,0.17,0.26,0.874,0.4420723283565787,0.7807522671878298,0.27919477163449813
3,1,0.18000000000000002,0.26,0.874,0.4533971490546437,0.9380970241015104,0.3205142495961556
3,1,0.19,0.26,0.874,0.24750371426305062,0.8885429078286252,0.3829477271030174
3,1,0.2,0.26,0.874,0.3075152445911323,0.803386014945663,0.34406601367886613
3,1,0.21000000000000002,0.26,0.874,0.22629852303652692,0.9305785760408771,0.40811160270468017
3,1,0.22,0.26,0.874,0.34701305235613544,0.8760491688456088,0.3608825197606341
3,1,0.23,0.26,0.874,0.4205181517993318,0.7517590930163421,0.31142704777699964
3,1,0.24000000000000002,0.26,0.874,0.2728485071430124,0.8770064630877531,0.39037223889176303
3,1,0.25,0.26,0.874,0.2190945568744012,0.8407209732400364,0.3979065645515751
3,1,0.26,0.26,0.874,0.30830508485479174,0.8103410570531911,0.3698693168249809
3,1,0.27,0.26,0.874,0.3801720025514887,0.8763315019972238,0.3751610610689506
3,1,0.28,0.26,0.874,0.2880654548800141,0.9595992899959885,0.4223079263604549
3,1,0.29000000000000004,0.26,0.874,0.26646147114634894,0.858835211843773,0.4035335019718848
3,1,0.3,0.26,0.874,0.14394932104465274,0.7111316642546139,0.38630623584239565
3,1,0.31,0.26,0.874,0.3326699160305948,0.6475558611918899,0.3316513199862341
3,1,0.32,0.26,0.874,0.43766338991722076,0.8959519316080546,0.3917965286222169
3,1,0.33,0.26,0.874,0.25867381304119624,0.6968825152340894,0.36718150127482424
3,1,0.34,0.26,0.874,0.17449304074583158,0.6979444872619123,0.38334935147461763
3,1,0.35000000000000003,0.26,0.874,0.3364550994624361,0.8796150593859429,0.41664781502493425
3,1,0.36000000000000004,0.26,0.874,0.37368632633780463,0.8446693968560621,0.4052069301272346
3,1,0.37,0.26,0.874,0.29987406557622354,0.9305823065349731,0.44237154214015356
3,1,0.38,0.26,0.874,0.4360025129582949,0.7836762566914679,0.38764943160963505
3,1,0.39,0.26,0.874,0.2816906568844708,0.7277682650180239,0.39084152817527984
3,1,0.4,0.26,0.874,0.2984988987972971,0.6756599155145785,0.3744679611791681
3,1,0.41000000000000003,0.26,0.874,0.3815577330355088,0.8565900849042152,0.42710572822871096
3,1,0.42000000000000004,0.26,0.874,0.22987887410218616,0.7918440432608775,0.42370319756061564
3,1,0.43,0.26,0.874,0.3110543939856685,0.7931421190024984,0.42081615526548677
3,1,0.44,0.26,0.874,0.14927692454819086,0.744193216808485,0.4178867610964235
3,1,0.45,0.26,0.874,0.1435730378931148,0.9557914272791538,0.48150183074848363
3,1,0.46,0.26,0.874,0.21754066767565658,0.9536574235750855,0.4794286654765204
3,1,0.47000000000000003,0.26,0.874,0.352444413838278,0.7953765164114248,0.4325919358634011
3,1,0.48000000000000004,0.26,0.874,0.3219479686845868,0.7989309570207364,0.4377618838932201
3,1,0.49,0.26,0.874,0.20254765796361518,0.7576937093353959,0.42908653430387983
3,1,0.5,0.26,0.874,0.3456002361455602,0.8938655456168709,0.47197941146646744
3,1,0.51,0.26,0.874,0.47571588359671435,0.8492007119007866,0.4639554999573085
3,1,0.52,0.26,0.874,0.40544425604599144,0.6907523510967557,0.41641176772965827
3,1,0.53,0.26,0.874,0.3709137786674684,0.7278803860514169,0.43215716084497363
3,1,0.54,0.26,0.874,0.2601059148268272,0.7828662036622056,0.4494019375767545
3,1,0.55,0.26,0.874,0.30918621022843834,0.8390245828878151,0.4716627331768873
3,1,0.56,0.26,0.874,0.3707301339004614,0.8063073025184526,0.4685704193243881
3,1,0.5700000000000001,0.26,0.874,0.31758175223046625,0.8986692571851337,0.4956677508591247
3,1,0.5800000000000001,0.26,0.874,0.16679025040883658,0.820831909433747,0.4641611973882649
3,1,0.59,0.26,0.874,0.3627800636127789,0.9092153170832149,0.5092154668708865
3,1,0.6,0.26,0.874,0.2843822743886548,0.7275327414220975,0.4494757293386618
3,1,0.61,0.26,0.874,0.21728592499089633,0.881513769865269,0.4927705020536645
3,1,0.62,0.26,0.874,0.10476895723546673,0.8440990932616672,0.47048537135035673
3,1,0.63,0.26,0.874,0.34958427782808604,0.7388262154984137,0.4708735339702089
3,1,0.64,0.26,0.874,0.27227243185982697,0.9667555804369548,0.5306729900617743
3,1,0.65,0.26,0.874,0.2852825896609288,0.762752792153104,0.4764623636914732
3,1,0.66,0.26,0.874,0.27799731660270727,0.8828620594485187,0.5149474706996201
3,1,0.67,0.26,0.874,0.15574441053574584,0.8305298619195947,0.48116004137214385
3,1,0.68,0.26,0.874,0.39916772272619505,1.0200439731734559,0.5795014444754404
3,1,0.6900000000000001,0.26,0.874,0.12582329829992048,0.7671307595622474,0.4589862699378545
3,1,0.7000000000000001,0.26,0.874,0.4948795995614078,1.0280430341670523,0.6099179775348227
3,1,0.7100000000000001,0.26,0.874,0.21567683571703494,0.8878115282617403,0.5185209712492859
3,1,0.72,0.26,0.874,0.39640045695827225,0.7375558305619051,0.5174857469139305
3,1,0.73,0.26,0.874,0.3872490076424289,0.8559409039514211,0.5571522875431556
3,1,0.74,0.26,0.874,0.24309174117403098,0.8810292642871376,0.5318572563062469
3,1,0.75,0.26,0.874,0.38584766371127216,0.9137697129891131,0.582664304529481
3,1,0.76,0.26,0.874,0.29310068167344155,0.9034887986852329,0.5588163317517613
3,1,0.77,0.26,0.874,0.4062623582688445,0.7745115585038449,0.5585720157872333
3,1,0.78,0.26,0.874,0.24917870274056925,0.9871699899693108,0.5750447707672074
3,1,0.79,0.26,0.874,0.3717781286495331,0.7459800916996419,0.5497156631162802
3,1,0.8,0.26,0.874,0.38158500244837873,0.7268944171059595,0.5523116418331372
3,1,0.81,0.26,0.874,0.2405872586901509,0.8695976401312993,0.5520926111449692
3,1,0.8200000000000001,0.26,0.874,0.3338367409949715,0.8304860768974177,0.5794383979609864
3,1,0.8300000000000001,0.26,0.874,0.3556071477100272,0.9315013589664825,0.6207900092748979
3,1,0.8400000000000001,0.26,0.874,0.31424855141637875,0.8183259390921591,0.5794707641039805
3,1,0.85,0.26,0.874,0.21499262611633496,0.9532644046800569,0.580557759759841
3,1,0.86,0.26,0.874,0.29852285596735756,0.7457502808367568,0.5618173750512208
3,1,0.87,0.26,0.874,0.531295465872186,0.7944075254784322,0.6856396109229284
3,1,0.88,0.26,0.874,0.2056533322251312,0.9948223811534765,0.5997824743788764
3,1,0.89,0.26,0.874,0.17213411002037018,0.7736354217377368,0.5257854317778321
3,1,0.9,0.26,0.874,0.10380662777353922,0.7164189442055372,0.47367344642927267
3,1,0.91,0.26,0.874,0.3996793950395676,0.7631016208557421,0.6579896356501117
3,1,0.92,0.26,0.874,0.35944680035514803,0.9367897764805811,0.6926627281942943
3,1,0.93,0.26,0.874,0.3573787126960708,0.8370277240953807,0.6784220514602786
3,1,0.9400000000000001,0.26,0.874,0.22529053067204943,0.6308591826031907,0.539721678698018
3,1,0.9500000000000001,0.26,0.874,0.2240125154096693,0.8249010051882527,0.6146969675299694
3,1,0.9600000000000001,0.26,0.874,0.3316331354856839,0.9376666449253803,0.7290063738037945
3,1,0.97,0.26,0.874,0.31147431408934284,0.8900285395993641,0.7243641660272315
3,1,0.98,0.26,0.874,0.2339557678341479,0.7377011733944088,0.6470957168961515
3,1,0.99,0.26,0.874,0.24252496315680544,0.7988113758999897,0.7088490704084678
3,1,1,0.26,0.874,0.3160639441407628,0.959545979196649,1
4,1,0.01,0.26,0.874,0.24041861112249344,0.7935916230864641,0.20817874592556815
4,1,0.02,0.26,0.874,0.16243172405601375,0.827613872815359,0.3054742712690915
4,1,0.03,0.26,0.874,0.199540216631447,0.7244983795243293,0.26582733858897434
4,1,0.04,0.26,0.874,0.09808973375649543,0.9001506961442156,0.39725219522175365
4,1,0.05,0.26,0.874,0.31452897525908075,0.9340287167395234,0.27005186114571533
4,1,0.060000000000000005,0.26,0.874,0.20047995587706247,0.8865683308002442,0.33804361257672766
4,1,0.06999999999999999,0.26,0.874,0.1441781707324314,0.835132974458344,0.3651435250941471
4,1,0.08,0.26,0.874,0.30789799760354003,0.9641029678576558,0.3124798956561563
4,1,0.09,0.26,0.874,0.3816992247214813,0.8486932251148713,0.25976887917127967
4,1,0.09999999999999999,0.26,0.874,0.1777673726618661,0.9185655799317419,0.3833065930262514
4,1,0.11,0.26,0.874,0.14740697333115108,0.7168718916633741,0.34500968861245807
4,1,0.12,0.26,0.874,0.19616728409986617,0.8618612682492708,0.36830144183715047
4,1,0.13,0.26,0.874,0.2061818742753391,0.9279271871235576,0.3853868876057272
4,1,0.14,0.26,0.874,0.3174181660923574,0.9777112982576505,0.35463044459545007
4,1,0.15000000000000002,0.26,0.874,0.294999158922357,0.9849435901961332,0.37124562813085676
4,1,0.16,0.26,0.874,0.19143119940028946,0.9869501427339125,0.41810136948004645
